Path (tasks.mechanic.dev),Description
/send-tax-receipts-for-donations,"Use this task to email donation receipts to donors as PDF attachments, with an option to cc the shop email. It runs on new, paid orders, or optionally on order creation. The task will sum the donation amount from all line items that have any of the configured donation product tags or titles."
/auto-reserve-draft-order-items-for-x-days,Use this task to auto-reserve all of the line items for a set amount of time on any new or updated draft orders that contain a certain tag. A common use case is when you have an app or service that is creating draft orders on your behalf and you want to make sure that the inventory for those orders is set aside if possible.
/remove-a-product-tag-when-another-tag-is-added,Does exactly as it says. :)
/automatically-cancel-orders-with-certain-risk-indicators,"This task auto-cancels incoming orders when it finds all of a certain set of risk assessment facts. Risk assessment facts must match exactly, so double-check your configuration! Optionally, this task can also auto-tag the order, email the customer, restock the inventory, and/or refund payment."
/send-email-alerts-by-event-topic,"This task allows you to receive an email alert for any event topic supported by Mechanic. Configure the task with a list of email addresses to notify, an email subject, and one or more event topics, each paired with an email body that supports liquid output tags for the main object of each event (e.g. shopify/products/create can use attributes like {{ product.id }} or {{ product.title }})"
/send-an-sms-via-nexmo-when-a-product-is-created,"This task is a demonstration of sending text messages via Nexmo. In this task, we monitor for newly-created products, and we send a text message about the product to a phone number stored in that product's metafield."
/email-when-variant-purchased,This task allows you to send an email to someone when a certain variant is purchased. Requires the variant ID.
/archive-free-orders-on-fulfillment,"Does what it says on the tin. :) Any order with a total price of 0.00 will be archived/closed, immediately upon order fulfillment."
/track-incoming-donations-in-a-store-metafield,"This task watches for orders for a certain donation product, and tallies up the total donation amount in a store metafield, allowing you to display this value in your online storefront."
/email-vendors-when-an-order-is-tagged,"Use this task to automatically keep vendors up to date as an order evolves. Configure this task with a list of known vendor names and their email addresses, and this task will email them whenever it notices the tag of your choice on the order."
/temporarily-add-an-order-note,"This task looks up orders by their order number, adds the note of your choice to the order record, and removes that same note 12 hours later. A bespoke task for a very specific merchant need, we publish this task as an example of getting creative with Mechanic. :)"
/advanced-scheduled-section-publishing,"This advanced task allows you to schedule section publishing and unpublishing for your store. To use this task, enter a datetime to publish, a theme ID, and template names paired with one or more section IDs to publish or unpublish. If the configured datetime matches the current task run time at a scheduled 10 minute interval, then it will publish and/or unpublish the theme sections as configured."
/tag-new-orders-of-customers-with-prior-unpaid-orders,"Use this task to easily keep track of orders placed by customers that already have at least one unpaid order. When new orders are created and the customer has any existing authorized, partially paid, or pending payment orders, then the new order will get the configured tag."
/send-email-when-a-discount-is-created,"Use this task to send email notifications whenever discounts are created in your shop. Optionally, you may choose to monitor when specific apps create discounts."
/automatically-mark-new-orders-as-ready-for-pickup,This task makes it easy for you to automatically mark new orders as 'Ready For Pickup' as soon as they come in. Ideal for stores that always have products in stock and want to speed up the pickup process.
/send-email-notification-when-items-are-returned,Use this task to get an email alert with a list of the returned items whenever a return is marked as closed.
/maintain-a-tag-for-orders-processed-today,"This task auto-tags today's new orders, as they're processed, and auto-untags them when the date changes. Optionally, choose to untag outside of a rolling 24-hour window, instead of untagging yesterday's orders at midnight."
/demonstration-auto-tag-new-orders-with-reconciliation,"This task illustrates Shopify's recommendation of implementing reconciliation, in the case of missing Shopify events. This implementation handles the rare case that Shopify fails to deliver a webhook (orders/create, in this example), by scanning for unprocessed orders every 15 minutes."
/automatically-publish-and-unpublish-on-a-monthly-cycle,"Use this task to make a single product or page available for a limited window of time, on a monthly basis. Redirect your visitors to a specific page when that resource is unavailable."
/manage-product-market-access-by-location-stock-status,"This task runs on inventory level changes, checking the stock status across all variants for that specific product and location, and if they are all out of stock it will unpublish the product from the market's publication, thus denying the product from online sale in that market. On the flipside, it will publish a product to the location's market publications if any of its variants are in stock at that location."
/demonstration-fulfillment-order-move,"This task demonstrates how to move line items from their assigned fulfillment location to another. Configure it with the SKUs that should be moved and the name of location they should be moved to. Then, when new orders are created, if any of the configured SKUs appear on a line item that is assigned to any other location besides the configured one, the task will move it."
/auto-approve-return-requests,"Use this task to auto-approve return requests, typically made by customers using self-serve from their account. Choose to limit the auto-approval to orders with any of a set of tags, products with any of a set of tags, or specific product categories or types. Optionally, configure email recipients to be notified when any auto-approval occurs."
/get-email-alerts-for-fba-failures,Using Fulfillment By Amazon for your business? Stay on top of your customer experience by getting notified whenever FBA is unable to fulfill your order.
/manage-annual-memberships-based-on-order-minimums,"Use this task to automatically tag customers as members when they purchase a minimum quantity of products. And, check on those customers on a regular basis to ensure that they maintain their order quantity minimums."
/activate-a-discount-when-iss-passes-overhead,"You know what's worth celebrating? SPACE. Use this task to activate a discount code every time the International Space Station passes over your store (or some other location of your choice), powered by Mechanic webhooks, IFTTT, and NASA. 🚀"
/schedule-product-status-to-active,Use this task to schedule product statuses to Active by date and hour.
/delete-customer-metafields-in-bulk,"With no configuration, this task will delete all customer metafields in bulk. Configure it with a metafield namespace to only delete metafields with that namespace, or add both a namespace and key to get even more specific. Run this task with the test mode option enabled, the first time, to make sure you're deleting the right material."
/schedule-customer-auto-tagging-after-a-purchase,"Selling scheduled events? Using this task, you can automatically tag customers after the event has been completed. Simply tag a product with ""autotag Authorized May 15"", for example, and Mechanic will tag purchasers of that product with ""Authorized"", on May 15th."
/auto-prefix-tracking-numbers-for-each-new-fulfillment,"This task runs immediately after each new fulfillment is created, and adds a prefix to its tracking number, if a tracking number is present."
/auto-create-collections-by-metafield-values,"Running on a schedule or manually, this task will create automated collections based on the validation values of the configured product metafield definitions. Additionally, configuring one or more exact sales channel names will enable publishing of any newly created collections by this task to those sales channels."
/demonstration-performing-action-runs-in-sequence,"This task demonstrates Mechanic's opt-in ability to perform a task's generated actions in a sequence, rather than in parallel. To try this task, enable the ""Perform action runs in sequence"" option, in the task's advanced settings."
/delete-non-purchased-neon-sign-customiser-generated-products-older-than-x-days,Use this task to automatically delete non-purchased products created by Neon Sign Customiser. Set the number of days old products should be before Mechanic deletes a product.
/raise-the-price-of-a-product-after-every-sale,"This task monitors purchases for a specific product ID, and raises the price every time it's purchased, by the amount that you specify. (To be specific, this task will raise the price on the individual variant that was purchased.)"
/send-an-email-alert-when-an-incoming-canadian-order-has-an-unsupported-fsa,"Useful for Canadian stores with limited shipping zones, this task inspects the FSA (the first three characters of the postal code) for each order's shipping address. If an FSA is found that's not on a preconfigured list, this task sends an email to the recipients of your choice."
/tag-customers-who-reach-a-certain-threshold-of-refunded-orders,"This task keeps track of how many lifetime refunded orders a customer has in your shop, and if that count hits a certain threshold, then it will apply a tag to the customer. This is useful for keeping tabs on serial returners."
/scheduled-inventory-adjustment,Use this task to set the available inventory of a single product variant at a single location in your shop at a specific time on your choice of recurring days. Great for daily or weekly product drops!
/auto-tag-new-orders-with-order-metafield-values,"When new orders are created, this task will check to see if any of the configured order metafields are set on the order, and if so then it will add order tags based on the metafield values."
/auto-tag-new-orders-with-customer-metafield-values,"When new orders are created, this task will check to see if any of the configured metafields are set on the customer who placed the order, and if so then it will add order tags based on the metafield values."
/auto-tag-new-customers-by-staff-member,Use this task to easily keep track of who's responsible for manually creating new customers.
/auto-delete-customer-metafields-older-than-x-days,Use this task to auto-delete customer metafields that are older than the configured minimum age in days. Useful for removing transient metafields a certain number of days after they have been created.
/auto-tag-new-orders-with-company-metafield-values,"When new orders are created, this task will check to see if any of the configured metafields are set on the company which placed the order, and if so then it will add order tags based on the metafield values."
/auto-delete-product-metafields-older-than-x-days,Use this task to auto-delete product metafields that are older than the configured minimum age in days. Useful for removing transient metafields a certain number of days after they have been created.
